id,route_name,region,themes,recommended_query,suggested_visual,source_priority,candidate_rank,candidate_title,candidate_url,candidate_license,candidate_note,commons_search_url,openverse_search_url,bing_image_search_url,contact_author_search_url,usage_status
FZ009,闽侯 五虎山-龙祥岛-旗山湖组合线,闽侯县,名山|湖景|亲水,福州 五虎山-龙祥岛-旗山湖组合线 徒步 风景,优先找路线地标或能体现实际路况的横图。,真实授权照片 > 官方景区授权 > Wikimedia/Openverse 溪谷瀑布图 > 示意图需标注,,,,,,https://commons.wikimedia.org/w/index.php?search=%E7%A6%8F%E5%B7%9E%20%E4%BA%94%E8%99%8E%E5%B1%B1-%E9%BE%99%E7%A5%A5%E5%B2%9B-%E6%97%97%E5%B1%B1%E6%B9%96%E7%BB%84%E5%90%88%E7%BA%BF%20%E5%BE%92%E6%AD%A5%20%E9%A3%8E%E6%99%AF&title=Special:MediaSearch&type=image,https://openverse.org/search/image?q=%E7%A6%8F%E5%B7%9E%20%E4%BA%94%E8%99%8E%E5%B1%B1-%E9%BE%99%E7%A5%A5%E5%B2%9B-%E6%97%97%E5%B1%B1%E6%B9%96%E7%BB%84%E5%90%88%E7%BA%BF%20%E5%BE%92%E6%AD%A5%20%E9%A3%8E%E6%99%AF,https://www.bing.com/images/search?q=%E7%A6%8F%E5%B7%9E%20%E4%BA%94%E8%99%8E%E5%B1%B1-%E9%BE%99%E7%A5%A5%E5%B2%9B-%E6%97%97%E5%B1%B1%E6%B9%96%E7%BB%84%E5%90%88%E7%BA%BF%20%E5%BE%92%E6%AD%A5%20%E9%A3%8E%E6%99%AF,https://www.bing.com/search?q=%E7%A6%8F%E5%B7%9E%20%E4%BA%94%E8%99%8E%E5%B1%B1-%E9%BE%99%E7%A5%A5%E5%B2%9B-%E6%97%97%E5%B1%B1%E6%B9%96%E7%BB%84%E5%90%88%E7%BA%BF%20%E5%BE%92%E6%AD%A5%20%E9%A3%8E%E6%99%AF%20%E6%B8%B8%E8%AE%B0%20%E6%91%84%E5%BD%B1%20%E4%BD%9C%E8%80%85%20%E6%8E%88%E6%9D%83,候选线索，未入站；上线前逐张核验授权、署名、地点匹配。
FZ010,闽侯 旗山-万佛寺-博思软件园穿越,闽侯县/高新区,名山|寺庙|森林,福州 旗山-万佛寺-博思软件园穿越 徒步 风景,优先找寺庙入口、古道石阶、山林和远眺城市组合图。,真实授权照片 > Wikimedia Commons 地标/古道图 > 官方文旅授权 > 普通搜索仅作联系作者线索,,,,,,https://commons.wikimedia.org/w/index.php?search=%E7%A6%8F%E5%B7%9E%20%E6%97%97%E5%B1%B1-%E4%B8%87%E4%BD%9B%E5%AF%BA-%E5%8D%9A%E6%80%9D%E8%BD%AF%E4%BB%B6%E5%9B%AD%E7%A9%BF%E8%B6%8A%20%E5%BE%92%E6%AD%A5%20%E9%A3%8E%E6%99%AF&title=Special:MediaSearch&type=image,https://openverse.org/search/image?q=%E7%A6%8F%E5%B7%9E%20%E6%97%97%E5%B1%B1-%E4%B8%87%E4%BD%9B%E5%AF%BA-%E5%8D%9A%E6%80%9D%E8%BD%AF%E4%BB%B6%E5%9B%AD%E7%A9%BF%E8%B6%8A%20%E5%BE%92%E6%AD%A5%20%E9%A3%8E%E6%99%AF,https://www.bing.com/images/search?q=%E7%A6%8F%E5%B7%9E%20%E6%97%97%E5%B1%B1-%E4%B8%87%E4%BD%9B%E5%AF%BA-%E5%8D%9A%E6%80%9D%E8%BD%AF%E4%BB%B6%E5%9B%AD%E7%A9%BF%E8%B6%8A%20%E5%BE%92%E6%AD%A5%20%E9%A3%8E%E6%99%AF,https://www.bing.com/search?q=%E7%A6%8F%E5%B7%9E%20%E6%97%97%E5%B1%B1-%E4%B8%87%E4%BD%9B%E5%AF%BA-%E5%8D%9A%E6%80%9D%E8%BD%AF%E4%BB%B6%E5%9B%AD%E7%A9%BF%E8%B6%8A%20%E5%BE%92%E6%AD%A5%20%E9%A3%8E%E6%99%AF%20%E6%B8%B8%E8%AE%B0%20%E6%91%84%E5%BD%B1%20%E4%BD%9C%E8%80%85%20%E6%8E%88%E6%9D%83,候选线索，未入站；上线前逐张核验授权、署名、地点匹配。
FZ011,晋安 金鸡山公园环线,晋安区,城市森林|观景|亲子,福州 金鸡山公园环线 徒步 风景,优先找栈道、城市天际线、林下步道，真实识别度比纯树林更重要。,Wikimedia/Openverse 城市地标图 > 真实授权照片 > 官方公园/景区授权 > 示意图,,,,,,https://commons.wikimedia.org/w/index.php?search=%E7%A6%8F%E5%B7%9E%20%E9%87%91%E9%B8%A1%E5%B1%B1%E5%85%AC%E5%9B%AD%E7%8E%AF%E7%BA%BF%20%E5%BE%92%E6%AD%A5%20%E9%A3%8E%E6%99%AF&title=Special:MediaSearch&type=image,https://openverse.org/search/image?q=%E7%A6%8F%E5%B7%9E%20%E9%87%91%E9%B8%A1%E5%B1%B1%E5%85%AC%E5%9B%AD%E7%8E%AF%E7%BA%BF%20%E5%BE%92%E6%AD%A5%20%E9%A3%8E%E6%99%AF,https://www.bing.com/images/search?q=%E7%A6%8F%E5%B7%9E%20%E9%87%91%E9%B8%A1%E5%B1%B1%E5%85%AC%E5%9B%AD%E7%8E%AF%E7%BA%BF%20%E5%BE%92%E6%AD%A5%20%E9%A3%8E%E6%99%AF,https://www.bing.com/search?q=%E7%A6%8F%E5%B7%9E%20%E9%87%91%E9%B8%A1%E5%B1%B1%E5%85%AC%E5%9B%AD%E7%8E%AF%E7%BA%BF%20%E5%BE%92%E6%AD%A5%20%E9%A3%8E%E6%99%AF%20%E6%B8%B8%E8%AE%B0%20%E6%91%84%E5%BD%B1%20%E4%BD%9C%E8%80%85%20%E6%8E%88%E6%9D%83,候选线索，未入站；上线前逐张核验授权、署名、地点匹配。
FZ012,鼓楼 于山-乌山-三坊七巷城市山线,鼓楼区,历史人文|城市观景|亲子,福州 于山-乌山-三坊七巷城市山线 徒步 风景,优先找路线地标或能体现实际路况的横图。,真实授权照片 > Wikimedia Commons 地标/古道图 > 官方文旅授权 > 普通搜索仅作联系作者线索,,,,,,https://commons.wikimedia.org/w/index.php?search=%E7%A6%8F%E5%B7%9E%20%E4%BA%8E%E5%B1%B1-%E4%B9%8C%E5%B1%B1-%E4%B8%89%E5%9D%8A%E4%B8%83%E5%B7%B7%E5%9F%8E%E5%B8%82%E5%B1%B1%E7%BA%BF%20%E5%BE%92%E6%AD%A5%20%E9%A3%8E%E6%99%AF&title=Special:MediaSearch&type=image,https://openverse.org/search/image?q=%E7%A6%8F%E5%B7%9E%20%E4%BA%8E%E5%B1%B1-%E4%B9%8C%E5%B1%B1-%E4%B8%89%E5%9D%8A%E4%B8%83%E5%B7%B7%E5%9F%8E%E5%B8%82%E5%B1%B1%E7%BA%BF%20%E5%BE%92%E6%AD%A5%20%E9%A3%8E%E6%99%AF,https://www.bing.com/images/search?q=%E7%A6%8F%E5%B7%9E%20%E4%BA%8E%E5%B1%B1-%E4%B9%8C%E5%B1%B1-%E4%B8%89%E5%9D%8A%E4%B8%83%E5%B7%B7%E5%9F%8E%E5%B8%82%E5%B1%B1%E7%BA%BF%20%E5%BE%92%E6%AD%A5%20%E9%A3%8E%E6%99%AF,https://www.bing.com/search?q=%E7%A6%8F%E5%B7%9E%20%E4%BA%8E%E5%B1%B1-%E4%B9%8C%E5%B1%B1-%E4%B8%89%E5%9D%8A%E4%B8%83%E5%B7%B7%E5%9F%8E%E5%B8%82%E5%B1%B1%E7%BA%BF%20%E5%BE%92%E6%AD%A5%20%E9%A3%8E%E6%99%AF%20%E6%B8%B8%E8%AE%B0%20%E6%91%84%E5%BD%B1%20%E4%BD%9C%E8%80%85%20%E6%8E%88%E6%9D%83,候选线索，未入站；上线前逐张核验授权、署名、地点匹配。
FZ013,鼓楼 西湖-左海-梅峰山城市绿道,鼓楼区,湖景|城市森林|亲子,福州 西湖-左海-梅峰山城市绿道 徒步 风景,优先找栈道、城市天际线、林下步道，真实识别度比纯树林更重要。,Wikimedia/Openverse 城市地标图 > 真实授权照片 > 官方公园/景区授权 > 示意图,,,,,,https://commons.wikimedia.org/w/index.php?search=%E7%A6%8F%E5%B7%9E%20%E8%A5%BF%E6%B9%96-%E5%B7%A6%E6%B5%B7-%E6%A2%85%E5%B3%B0%E5%B1%B1%E5%9F%8E%E5%B8%82%E7%BB%BF%E9%81%93%20%E5%BE%92%E6%AD%A5%20%E9%A3%8E%E6%99%AF&title=Special:MediaSearch&type=image,https://openverse.org/search/image?q=%E7%A6%8F%E5%B7%9E%20%E8%A5%BF%E6%B9%96-%E5%B7%A6%E6%B5%B7-%E6%A2%85%E5%B3%B0%E5%B1%B1%E5%9F%8E%E5%B8%82%E7%BB%BF%E9%81%93%20%E5%BE%92%E6%AD%A5%20%E9%A3%8E%E6%99%AF,https://www.bing.com/images/search?q=%E7%A6%8F%E5%B7%9E%20%E8%A5%BF%E6%B9%96-%E5%B7%A6%E6%B5%B7-%E6%A2%85%E5%B3%B0%E5%B1%B1%E5%9F%8E%E5%B8%82%E7%BB%BF%E9%81%93%20%E5%BE%92%E6%AD%A5%20%E9%A3%8E%E6%99%AF,https://www.bing.com/search?q=%E7%A6%8F%E5%B7%9E%20%E8%A5%BF%E6%B9%96-%E5%B7%A6%E6%B5%B7-%E6%A2%85%E5%B3%B0%E5%B1%B1%E5%9F%8E%E5%B8%82%E7%BB%BF%E9%81%93%20%E5%BE%92%E6%AD%A5%20%E9%A3%8E%E6%99%AF%20%E6%B8%B8%E8%AE%B0%20%E6%91%84%E5%BD%B1%20%E4%BD%9C%E8%80%85%20%E6%8E%88%E6%9D%83,候选线索，未入站；上线前逐张核验授权、署名、地点匹配。
FZ014,马尾 罗星塔-船政文化步道,马尾区,历史人文|江景|亲子,福州 罗星塔-船政文化步道 徒步 风景,优先找路线地标或能体现实际路况的横图。,真实授权照片 > Wikimedia Commons 地标/古道图 > 官方文旅授权 > 普通搜索仅作联系作者线索,,,,,,https://commons.wikimedia.org/w/index.php?search=%E7%A6%8F%E5%B7%9E%20%E7%BD%97%E6%98%9F%E5%A1%94-%E8%88%B9%E6%94%BF%E6%96%87%E5%8C%96%E6%AD%A5%E9%81%93%20%E5%BE%92%E6%AD%A5%20%E9%A3%8E%E6%99%AF&title=Special:MediaSearch&type=image,https://openverse.org/search/image?q=%E7%A6%8F%E5%B7%9E%20%E7%BD%97%E6%98%9F%E5%A1%94-%E8%88%B9%E6%94%BF%E6%96%87%E5%8C%96%E6%AD%A5%E9%81%93%20%E5%BE%92%E6%AD%A5%20%E9%A3%8E%E6%99%AF,https://www.bing.com/images/search?q=%E7%A6%8F%E5%B7%9E%20%E7%BD%97%E6%98%9F%E5%A1%94-%E8%88%B9%E6%94%BF%E6%96%87%E5%8C%96%E6%AD%A5%E9%81%93%20%E5%BE%92%E6%AD%A5%20%E9%A3%8E%E6%99%AF,https://www.bing.com/search?q=%E7%A6%8F%E5%B7%9E%20%E7%BD%97%E6%98%9F%E5%A1%94-%E8%88%B9%E6%94%BF%E6%96%87%E5%8C%96%E6%AD%A5%E9%81%93%20%E5%BE%92%E6%AD%A5%20%E9%A3%8E%E6%99%AF%20%E6%B8%B8%E8%AE%B0%20%E6%91%84%E5%BD%B1%20%E4%BD%9C%E8%80%85%20%E6%8E%88%E6%9D%83,候选线索，未入站；上线前逐张核验授权、署名、地点匹配。
FZ015,长乐 下沙海岸线,长乐区,看海|海岸|摄影,福州 下沙海岸线 徒步 风景,优先找能看出海岸线/渔村/岛屿的开阔横图，适合做路线主图。,真实授权照片 > 官方文旅/景区授权 > Wikimedia/Openverse 海岸地标图 > 付费图库海岸示意图,,,,,,https://commons.wikimedia.org/w/index.php?search=%E7%A6%8F%E5%B7%9E%20%E4%B8%8B%E6%B2%99%E6%B5%B7%E5%B2%B8%E7%BA%BF%20%E5%BE%92%E6%AD%A5%20%E9%A3%8E%E6%99%AF&title=Special:MediaSearch&type=image,https://openverse.org/search/image?q=%E7%A6%8F%E5%B7%9E%20%E4%B8%8B%E6%B2%99%E6%B5%B7%E5%B2%B8%E7%BA%BF%20%E5%BE%92%E6%AD%A5%20%E9%A3%8E%E6%99%AF,https://www.bing.com/images/search?q=%E7%A6%8F%E5%B7%9E%20%E4%B8%8B%E6%B2%99%E6%B5%B7%E5%B2%B8%E7%BA%BF%20%E5%BE%92%E6%AD%A5%20%E9%A3%8E%E6%99%AF,https://www.bing.com/search?q=%E7%A6%8F%E5%B7%9E%20%E4%B8%8B%E6%B2%99%E6%B5%B7%E5%B2%B8%E7%BA%BF%20%E5%BE%92%E6%AD%A5%20%E9%A3%8E%E6%99%AF%20%E6%B8%B8%E8%AE%B0%20%E6%91%84%E5%BD%B1%20%E4%BD%9C%E8%80%85%20%E6%8E%88%E6%9D%83,候选线索，未入站；上线前逐张核验授权、署名、地点匹配。
FZ016,长乐 猴屿洞天岩步道,长乐区,观景|寺庙|摄影,福州 猴屿洞天岩步道 徒步 风景,优先找寺庙入口、古道石阶、山林和远眺城市组合图。,真实授权照片 > Wikimedia Commons 地标/古道图 > 官方文旅授权 > 普通搜索仅作联系作者线索,,,,,,https://commons.wikimedia.org/w/index.php?search=%E7%A6%8F%E5%B7%9E%20%E7%8C%B4%E5%B1%BF%E6%B4%9E%E5%A4%A9%E5%B2%A9%E6%AD%A5%E9%81%93%20%E5%BE%92%E6%AD%A5%20%E9%A3%8E%E6%99%AF&title=Special:MediaSearch&type=image,https://openverse.org/search/image?q=%E7%A6%8F%E5%B7%9E%20%E7%8C%B4%E5%B1%BF%E6%B4%9E%E5%A4%A9%E5%B2%A9%E6%AD%A5%E9%81%93%20%E5%BE%92%E6%AD%A5%20%E9%A3%8E%E6%99%AF,https://www.bing.com/images/search?q=%E7%A6%8F%E5%B7%9E%20%E7%8C%B4%E5%B1%BF%E6%B4%9E%E5%A4%A9%E5%B2%A9%E6%AD%A5%E9%81%93%20%E5%BE%92%E6%AD%A5%20%E9%A3%8E%E6%99%AF,https://www.bing.com/search?q=%E7%A6%8F%E5%B7%9E%20%E7%8C%B4%E5%B1%BF%E6%B4%9E%E5%A4%A9%E5%B2%A9%E6%AD%A5%E9%81%93%20%E5%BE%92%E6%AD%A5%20%E9%A3%8E%E6%99%AF%20%E6%B8%B8%E8%AE%B0%20%E6%91%84%E5%BD%B1%20%E4%BD%9C%E8%80%85%20%E6%8E%88%E6%9D%83,候选线索，未入站；上线前逐张核验授权、署名、地点匹配。
FZ017,连江 黄岐古石村海岸线,连江县,看海|海岸|摄影,福州 黄岐古石村海岸线 徒步 风景,优先找能看出海岸线/渔村/岛屿的开阔横图，适合做路线主图。,真实授权照片 > 官方文旅/景区授权 > Wikimedia/Openverse 海岸地标图 > 付费图库海岸示意图,,,,,,https://commons.wikimedia.org/w/index.php?search=%E7%A6%8F%E5%B7%9E%20%E9%BB%84%E5%B2%90%E5%8F%A4%E7%9F%B3%E6%9D%91%E6%B5%B7%E5%B2%B8%E7%BA%BF%20%E5%BE%92%E6%AD%A5%20%E9%A3%8E%E6%99%AF&title=Special:MediaSearch&type=image,https://openverse.org/search/image?q=%E7%A6%8F%E5%B7%9E%20%E9%BB%84%E5%B2%90%E5%8F%A4%E7%9F%B3%E6%9D%91%E6%B5%B7%E5%B2%B8%E7%BA%BF%20%E5%BE%92%E6%AD%A5%20%E9%A3%8E%E6%99%AF,https://www.bing.com/images/search?q=%E7%A6%8F%E5%B7%9E%20%E9%BB%84%E5%B2%90%E5%8F%A4%E7%9F%B3%E6%9D%91%E6%B5%B7%E5%B2%B8%E7%BA%BF%20%E5%BE%92%E6%AD%A5%20%E9%A3%8E%E6%99%AF,https://www.bing.com/search?q=%E7%A6%8F%E5%B7%9E%20%E9%BB%84%E5%B2%90%E5%8F%A4%E7%9F%B3%E6%9D%91%E6%B5%B7%E5%B2%B8%E7%BA%BF%20%E5%BE%92%E6%AD%A5%20%E9%A3%8E%E6%99%AF%20%E6%B8%B8%E8%AE%B0%20%E6%91%84%E5%BD%B1%20%E4%BD%9C%E8%80%85%20%E6%8E%88%E6%9D%83,候选线索，未入站；上线前逐张核验授权、署名、地点匹配。
FZ018,连江 奇达旗冠顶看海线,连江县,看海|观景|摄影,福州 奇达旗冠顶看海线 徒步 风景,优先找能看出海岸线/渔村/岛屿的开阔横图，适合做路线主图。,真实授权照片 > 官方文旅/景区授权 > Wikimedia/Openverse 海岸地标图 > 付费图库海岸示意图,,,,,,https://commons.wikimedia.org/w/index.php?search=%E7%A6%8F%E5%B7%9E%20%E5%A5%87%E8%BE%BE%E6%97%97%E5%86%A0%E9%A1%B6%E7%9C%8B%E6%B5%B7%E7%BA%BF%20%E5%BE%92%E6%AD%A5%20%E9%A3%8E%E6%99%AF&title=Special:MediaSearch&type=image,https://openverse.org/search/image?q=%E7%A6%8F%E5%B7%9E%20%E5%A5%87%E8%BE%BE%E6%97%97%E5%86%A0%E9%A1%B6%E7%9C%8B%E6%B5%B7%E7%BA%BF%20%E5%BE%92%E6%AD%A5%20%E9%A3%8E%E6%99%AF,https://www.bing.com/images/search?q=%E7%A6%8F%E5%B7%9E%20%E5%A5%87%E8%BE%BE%E6%97%97%E5%86%A0%E9%A1%B6%E7%9C%8B%E6%B5%B7%E7%BA%BF%20%E5%BE%92%E6%AD%A5%20%E9%A3%8E%E6%99%AF,https://www.bing.com/search?q=%E7%A6%8F%E5%B7%9E%20%E5%A5%87%E8%BE%BE%E6%97%97%E5%86%A0%E9%A1%B6%E7%9C%8B%E6%B5%B7%E7%BA%BF%20%E5%BE%92%E6%AD%A5%20%E9%A3%8E%E6%99%AF%20%E6%B8%B8%E8%AE%B0%20%E6%91%84%E5%BD%B1%20%E4%BD%9C%E8%80%85%20%E6%8E%88%E6%9D%83,候选线索，未入站；上线前逐张核验授权、署名、地点匹配。
FZ019,平潭 北部湾生态廊道,平潭县,看海|海岸|摄影,福州 北部湾生态廊道 徒步 风景,优先找能看出海岸线/渔村/岛屿的开阔横图，适合做路线主图。,真实授权照片 > 官方文旅/景区授权 > Wikimedia/Openverse 海岸地标图 > 付费图库海岸示意图,1,Category:Pingtan County,https://commons.wikimedia.org/wiki/Category:Pingtan_County,分类页，逐图核验,平潭海岸/海岛类线路可从分类页筛选,https://commons.wikimedia.org/w/index.php?search=%E7%A6%8F%E5%B7%9E%20%E5%8C%97%E9%83%A8%E6%B9%BE%E7%94%9F%E6%80%81%E5%BB%8A%E9%81%93%20%E5%BE%92%E6%AD%A5%20%E9%A3%8E%E6%99%AF&title=Special:MediaSearch&type=image,https://openverse.org/search/image?q=%E7%A6%8F%E5%B7%9E%20%E5%8C%97%E9%83%A8%E6%B9%BE%E7%94%9F%E6%80%81%E5%BB%8A%E9%81%93%20%E5%BE%92%E6%AD%A5%20%E9%A3%8E%E6%99%AF,https://www.bing.com/images/search?q=%E7%A6%8F%E5%B7%9E%20%E5%8C%97%E9%83%A8%E6%B9%BE%E7%94%9F%E6%80%81%E5%BB%8A%E9%81%93%20%E5%BE%92%E6%AD%A5%20%E9%A3%8E%E6%99%AF,https://www.bing.com/search?q=%E7%A6%8F%E5%B7%9E%20%E5%8C%97%E9%83%A8%E6%B9%BE%E7%94%9F%E6%80%81%E5%BB%8A%E9%81%93%20%E5%BE%92%E6%AD%A5%20%E9%A3%8E%E6%99%AF%20%E6%B8%B8%E8%AE%B0%20%E6%91%84%E5%BD%B1%20%E4%BD%9C%E8%80%85%20%E6%8E%88%E6%9D%83,候选线索，未入站；上线前逐张核验授权、署名、地点匹配。
FZ020,永泰 云顶溪谷避暑线,永泰县,溪谷|避暑|森林,福州 云顶溪谷避暑线 徒步 风景,优先找溪谷水线、瀑布、湿滑岩石环境，方便表达避暑和风险。,真实授权照片 > 官方景区授权 > Wikimedia/Openverse 溪谷瀑布图 > 示意图需标注,,,,,,https://commons.wikimedia.org/w/index.php?search=%E7%A6%8F%E5%B7%9E%20%E4%BA%91%E9%A1%B6%E6%BA%AA%E8%B0%B7%E9%81%BF%E6%9A%91%E7%BA%BF%20%E5%BE%92%E6%AD%A5%20%E9%A3%8E%E6%99%AF&title=Special:MediaSearch&type=image,https://openverse.org/search/image?q=%E7%A6%8F%E5%B7%9E%20%E4%BA%91%E9%A1%B6%E6%BA%AA%E8%B0%B7%E9%81%BF%E6%9A%91%E7%BA%BF%20%E5%BE%92%E6%AD%A5%20%E9%A3%8E%E6%99%AF,https://www.bing.com/images/search?q=%E7%A6%8F%E5%B7%9E%20%E4%BA%91%E9%A1%B6%E6%BA%AA%E8%B0%B7%E9%81%BF%E6%9A%91%E7%BA%BF%20%E5%BE%92%E6%AD%A5%20%E9%A3%8E%E6%99%AF,https://www.bing.com/search?q=%E7%A6%8F%E5%B7%9E%20%E4%BA%91%E9%A1%B6%E6%BA%AA%E8%B0%B7%E9%81%BF%E6%9A%91%E7%BA%BF%20%E5%BE%92%E6%AD%A5%20%E9%A3%8E%E6%99%AF%20%E6%B8%B8%E8%AE%B0%20%E6%91%84%E5%BD%B1%20%E4%BD%9C%E8%80%85%20%E6%8E%88%E6%9D%83,候选线索，未入站；上线前逐张核验授权、署名、地点匹配。
FZ021,永泰 青云山瀑布步道,永泰县,瀑布|森林|避暑,福州 青云山瀑布步道 徒步 风景,优先找溪谷水线、瀑布、湿滑岩石环境，方便表达避暑和风险。,真实授权照片 > 官方景区授权 > Wikimedia/Openverse 溪谷瀑布图 > 示意图需标注,,,,,,https://commons.wikimedia.org/w/index.php?search=%E7%A6%8F%E5%B7%9E%20%E9%9D%92%E4%BA%91%E5%B1%B1%E7%80%91%E5%B8%83%E6%AD%A5%E9%81%93%20%E5%BE%92%E6%AD%A5%20%E9%A3%8E%E6%99%AF&title=Special:MediaSearch&type=image,https://openverse.org/search/image?q=%E7%A6%8F%E5%B7%9E%20%E9%9D%92%E4%BA%91%E5%B1%B1%E7%80%91%E5%B8%83%E6%AD%A5%E9%81%93%20%E5%BE%92%E6%AD%A5%20%E9%A3%8E%E6%99%AF,https://www.bing.com/images/search?q=%E7%A6%8F%E5%B7%9E%20%E9%9D%92%E4%BA%91%E5%B1%B1%E7%80%91%E5%B8%83%E6%AD%A5%E9%81%93%20%E5%BE%92%E6%AD%A5%20%E9%A3%8E%E6%99%AF,https://www.bing.com/search?q=%E7%A6%8F%E5%B7%9E%20%E9%9D%92%E4%BA%91%E5%B1%B1%E7%80%91%E5%B8%83%E6%AD%A5%E9%81%93%20%E5%BE%92%E6%AD%A5%20%E9%A3%8E%E6%99%AF%20%E6%B8%B8%E8%AE%B0%20%E6%91%84%E5%BD%B1%20%E4%BD%9C%E8%80%85%20%E6%8E%88%E6%9D%83,候选线索，未入站；上线前逐张核验授权、署名、地点匹配。
FZ022,永泰 嵩口古镇田园步道,永泰县,历史人文|田园|亲子,福州 嵩口古镇田园步道 徒步 风景,优先找路线地标或能体现实际路况的横图。,真实授权照片 > Wikimedia Commons 地标/古道图 > 官方文旅授权 > 普通搜索仅作联系作者线索,,,,,,https://commons.wikimedia.org/w/index.php?search=%E7%A6%8F%E5%B7%9E%20%E5%B5%A9%E5%8F%A3%E5%8F%A4%E9%95%87%E7%94%B0%E5%9B%AD%E6%AD%A5%E9%81%93%20%E5%BE%92%E6%AD%A5%20%E9%A3%8E%E6%99%AF&title=Special:MediaSearch&type=image,https://openverse.org/search/image?q=%E7%A6%8F%E5%B7%9E%20%E5%B5%A9%E5%8F%A3%E5%8F%A4%E9%95%87%E7%94%B0%E5%9B%AD%E6%AD%A5%E9%81%93%20%E5%BE%92%E6%AD%A5%20%E9%A3%8E%E6%99%AF,https://www.bing.com/images/search?q=%E7%A6%8F%E5%B7%9E%20%E5%B5%A9%E5%8F%A3%E5%8F%A4%E9%95%87%E7%94%B0%E5%9B%AD%E6%AD%A5%E9%81%93%20%E5%BE%92%E6%AD%A5%20%E9%A3%8E%E6%99%AF,https://www.bing.com/search?q=%E7%A6%8F%E5%B7%9E%20%E5%B5%A9%E5%8F%A3%E5%8F%A4%E9%95%87%E7%94%B0%E5%9B%AD%E6%AD%A5%E9%81%93%20%E5%BE%92%E6%AD%A5%20%E9%A3%8E%E6%99%AF%20%E6%B8%B8%E8%AE%B0%20%E6%91%84%E5%BD%B1%20%E4%BD%9C%E8%80%85%20%E6%8E%88%E6%9D%83,候选线索，未入站；上线前逐张核验授权、署名、地点匹配。
FZ023,福清 石竹山登山道,福清市,名山|寺庙|湖景,福州 石竹山登山道 徒步 风景,优先找寺庙入口、古道石阶、山林和远眺城市组合图。,真实授权照片 > Wikimedia Commons 地标/古道图 > 官方文旅授权 > 普通搜索仅作联系作者线索,,,,,,https://commons.wikimedia.org/w/index.php?search=%E7%A6%8F%E5%B7%9E%20%E7%9F%B3%E7%AB%B9%E5%B1%B1%E7%99%BB%E5%B1%B1%E9%81%93%20%E5%BE%92%E6%AD%A5%20%E9%A3%8E%E6%99%AF&title=Special:MediaSearch&type=image,https://openverse.org/search/image?q=%E7%A6%8F%E5%B7%9E%20%E7%9F%B3%E7%AB%B9%E5%B1%B1%E7%99%BB%E5%B1%B1%E9%81%93%20%E5%BE%92%E6%AD%A5%20%E9%A3%8E%E6%99%AF,https://www.bing.com/images/search?q=%E7%A6%8F%E5%B7%9E%20%E7%9F%B3%E7%AB%B9%E5%B1%B1%E7%99%BB%E5%B1%B1%E9%81%93%20%E5%BE%92%E6%AD%A5%20%E9%A3%8E%E6%99%AF,https://www.bing.com/search?q=%E7%A6%8F%E5%B7%9E%20%E7%9F%B3%E7%AB%B9%E5%B1%B1%E7%99%BB%E5%B1%B1%E9%81%93%20%E5%BE%92%E6%AD%A5%20%E9%A3%8E%E6%99%AF%20%E6%B8%B8%E8%AE%B0%20%E6%91%84%E5%BD%B1%20%E4%BD%9C%E8%80%85%20%E6%8E%88%E6%9D%83,候选线索，未入站；上线前逐张核验授权、署名、地点匹配。
FZ024,福清 大姆山草场环线,福清市,草场|观景|摄影,福州 大姆山草场环线 徒步 风景,优先找草坡、牛羊/山脊、开阔天空，横图效果最好。,真实授权照片 > Wikimedia/Openverse > 官方授权 > 付费图库/示意图,,,,,,https://commons.wikimedia.org/w/index.php?search=%E7%A6%8F%E5%B7%9E%20%E5%A4%A7%E5%A7%86%E5%B1%B1%E8%8D%89%E5%9C%BA%E7%8E%AF%E7%BA%BF%20%E5%BE%92%E6%AD%A5%20%E9%A3%8E%E6%99%AF&title=Special:MediaSearch&type=image,https://openverse.org/search/image?q=%E7%A6%8F%E5%B7%9E%20%E5%A4%A7%E5%A7%86%E5%B1%B1%E8%8D%89%E5%9C%BA%E7%8E%AF%E7%BA%BF%20%E5%BE%92%E6%AD%A5%20%E9%A3%8E%E6%99%AF,https://www.bing.com/images/search?q=%E7%A6%8F%E5%B7%9E%20%E5%A4%A7%E5%A7%86%E5%B1%B1%E8%8D%89%E5%9C%BA%E7%8E%AF%E7%BA%BF%20%E5%BE%92%E6%AD%A5%20%E9%A3%8E%E6%99%AF,https://www.bing.com/search?q=%E7%A6%8F%E5%B7%9E%20%E5%A4%A7%E5%A7%86%E5%B1%B1%E8%8D%89%E5%9C%BA%E7%8E%AF%E7%BA%BF%20%E5%BE%92%E6%AD%A5%20%E9%A3%8E%E6%99%AF%20%E6%B8%B8%E8%AE%B0%20%E6%91%84%E5%BD%B1%20%E4%BD%9C%E8%80%85%20%E6%8E%88%E6%9D%83,候选线索，未入站；上线前逐张核验授权、署名、地点匹配。
