id,name,region,type,difficulty,distance,time,ascent,transit,transitFriendly,themes,audience,score,highlight,summary,warning,verify,lat,lng,locationAccuracy,status,updatedAt,color,startPoint,endPoint,parking,publicTransit,toilet,supply,exitPoints,bestSeason,routeStatus,publicStatus,dataOwner,sourceType,reviewNote
FZ044,晋安 白云洞-鼓山穿越,福清市,徒步路线,较难,16.82,6.27,1092,待补充,false,观景|环线,进阶|摄影,85,晋安 白云洞-鼓山穿越，由轨迹文件自动导入，适合作为候选路线复核。,轨迹距离约16.82km，累计爬升约1092m，质量评分85。正式发布前需人工复核。,该路线由外部轨迹导入，开放状态、路况、风险点、交通和补给尚未复核。,起点、终点、停车、公交、厕所、补给、下撤点、轨迹授权和实地路况,25.732403,119.153788,轨迹起点坐标，待复核,轨迹导入待复核,2026-06-20,#6f9f7b,南少林寺停车场,南少林寺停车场,待补充,待补充,待补充,建议自备饮水和路餐，补给待复核,待补充,全年|避开极端天气,轨迹导入待复核,待复核,山迹导入工具,两步路|轨迹导入,来源作者：山痴踏岳。；来源授权：待确认；需人工复核起终点、停车、开放状态和风险点。
FZ045,马尾 君山小桂林-旺岐楼水库环线,罗源县,徒步路线,较难,8.98,8.54,1230,待补充,false,观景,进阶|摄影,85,马尾 君山小桂林-旺岐楼水库环线，由轨迹文件自动导入，适合作为候选路线复核。,轨迹距离约8.98km，累计爬升约1230m，质量评分85。正式发布前需人工复核。,该路线由外部轨迹导入，开放状态、路况、风险点、交通和补给尚未复核。,起点、终点、停车、公交、厕所、补给、下撤点、轨迹授权和实地路况,26.44844,119.785234,轨迹起点坐标，待复核,轨迹导入待复核,2026-06-20,#6f9f7b,福州市罗源县,观音堂,待补充,待补充,待补充,建议自备饮水和路餐，补给待复核,待补充,全年|避开极端天气,轨迹导入待复核,待复核,山迹导入工具,两步路|轨迹导入,来源作者：第九十九步贤；来源授权：待确认；需人工复核起终点、停车、开放状态和风险点。
FZ046,闽侯 水项古道小圈越,福清市,古道徒步,中等,8.31,3.24,415,待补充,false,古道|历史人文|环线,新手进阶|半日|摄影,85,闽侯 水项古道小圈越，由轨迹文件自动导入，适合作为候选路线复核。,轨迹距离约8.31km，累计爬升约415m，质量评分85。正式发布前需人工复核。,该路线由外部轨迹导入，开放状态、路况、风险点、交通和补给尚未复核。,起点、终点、停车、公交、厕所、补给、下撤点、轨迹授权和实地路况,25.732039,119.153985,轨迹起点坐标，待复核,轨迹导入待复核,2026-06-20,#6f9f7b,南少林寺停车场,南少林寺停车场,待补充,待补充,待补充,建议自备饮水和路餐，补给待复核,待补充,全年|避开极端天气,轨迹导入待复核,待复核,山迹导入工具,两步路|轨迹导入,来源作者：燕与希；来源授权：待确认；需人工复核起终点、停车、开放状态和风险点。
FZ047,马尾 上德古道圈越,福州周边,徒步路线,较难,11.94,3.98,759,待补充,false,观景|环线,进阶|摄影,95,马尾 上德古道圈越，由轨迹文件自动导入，适合作为候选路线复核。,轨迹距离约11.94km，累计爬升约759m，质量评分95。正式发布前需人工复核。,该路线由外部轨迹导入，开放状态、路况、风险点、交通和补给尚未复核。,起点、终点、停车、公交、厕所、补给、下撤点、轨迹授权和实地路况,25.685885,119.227203,轨迹起点坐标，待复核,轨迹导入待复核,2026-06-20,#6f9f7b,三星警务室,三星警务室,待补充,待补充,待补充,建议自备饮水和路餐，补给待复核,待补充,全年|避开极端天气,轨迹导入待复核,待复核,山迹导入工具,KML|轨迹导入,来源作者：zs_5765202；来源授权：待确认；需人工复核起终点、停车、开放状态和风险点。
FZ048,福清 南少林-南岭古道-猛犸岩圈越,长乐区,徒步路线,中等,4.87,3.66,388,待补充,false,观景|环线,新手进阶|半日|摄影,85,福清 南少林-南岭古道-猛犸岩圈越，由轨迹文件自动导入，适合作为候选路线复核。,轨迹距离约4.87km，累计爬升约388m，质量评分85。正式发布前需人工复核。,该路线由外部轨迹导入，开放状态、路况、风险点、交通和补给尚未复核。,起点、终点、停车、公交、厕所、补给、下撤点、轨迹授权和实地路况,25.768708,119.564531,轨迹起点坐标，待复核,轨迹导入待复核,2026-06-20,#6f9f7b,风洞山隧道,风洞山隧道,待补充,待补充,待补充,建议自备饮水和路餐，补给待复核,待补充,全年|避开极端天气,轨迹导入待复核,待复核,山迹导入工具,KML|轨迹导入,来源作者：月胖🕊️；来源授权：待确认；需人工复核起终点、停车、开放状态和风险点。
FZ049,罗源 小笔架圈越,晋安区,徒步路线,中等,5.85,3.5,627,待补充,false,溪谷|避暑|环线,进阶|摄影,100,罗源 小笔架圈越，由轨迹文件自动导入，适合作为候选路线复核。,轨迹距离约5.85km，累计爬升约627m，质量评分100。正式发布前需人工复核。,该路线由外部轨迹导入，开放状态、路况、风险点、交通和补给尚未复核。,起点、终点、停车、公交、厕所、补给、下撤点、轨迹授权和实地路况,26.056304,119.372224,轨迹起点坐标，待复核,轨迹导入待复核,2026-06-20,#6f9f7b,鼓山旅游索道,鼓山旅游索道,待补充,待补充,待补充,建议自备饮水和路餐，补给待复核,待补充,春季|夏季|秋季,轨迹导入待复核,待复核,山迹导入工具,两步路|轨迹导入,来源作者：福州山喵户外-老蔡蔡不是老菜菜；来源授权：待确认；需人工复核起终点、停车、开放状态和风险点。
FZ050,福清 南岭古道环线,永泰县,徒步路线,较难,9.6,6.73,906,待补充,false,观景|环线,进阶|摄影,85,福清 南岭古道环线，由轨迹文件自动导入，适合作为候选路线复核。,轨迹距离约9.6km，累计爬升约906m，质量评分85。正式发布前需人工复核。,该路线由外部轨迹导入，开放状态、路况、风险点、交通和补给尚未复核。,起点、终点、停车、公交、厕所、补给、下撤点、轨迹授权和实地路况,26.264123,118.975225,轨迹起点坐标，待复核,轨迹导入待复核,2026-06-20,#6f9f7b,望仙谷景区,望仙谷景区,待补充,待补充,待补充,建议自备饮水和路餐，补给待复核,待补充,全年|避开极端天气,轨迹导入待复核,待复核,山迹导入工具,两步路|轨迹导入,来源作者：福田83；来源授权：待确认；需人工复核起终点、停车、开放状态和风险点。
FZ051,福清 灵石山森林公园环线,福清市,古道徒步,中等,11.55,6.01,667,待补充,false,古道|历史人文|环线,进阶|摄影,100,福清 灵石山森林公园环线，由轨迹文件自动导入，适合作为候选路线复核。,轨迹距离约11.55km，累计爬升约667m，质量评分100。正式发布前需人工复核。,该路线由外部轨迹导入，开放状态、路况、风险点、交通和补给尚未复核。,起点、终点、停车、公交、厕所、补给、下撤点、轨迹授权和实地路况,25.740548,119.493487,轨迹起点坐标，待复核,轨迹导入待复核,2026-06-20,#6f9f7b,福清市水系联排联调中心梨洞水库管理站,福清市水系联排联调中心梨洞水库管理站,待补充,待补充,待补充,建议自备饮水和路餐，补给待复核,待补充,全年|避开极端天气,轨迹导入待复核,待复核,山迹导入工具,两步路|轨迹导入,来源作者：中草药；来源授权：待确认；需人工复核起终点、停车、开放状态和风险点。
FZ052,长乐 风洞山环线,福州周边,徒步路线,较难,10.63,6.49,714,待补充,false,溪谷|避暑,进阶|摄影,80,长乐 风洞山环线，由轨迹文件自动导入，适合作为候选路线复核。,轨迹距离约10.63km，累计爬升约714m，质量评分80。正式发布前需人工复核。,该路线由外部轨迹导入，开放状态、路况、风险点、交通和补给尚未复核。,起点、终点、停车、公交、厕所、补给、下撤点、轨迹授权和实地路况,26.069655,119.47266,轨迹起点坐标，待复核,轨迹导入待复核,2026-06-20,#6f9f7b,康坂村(公交站),前洋村(公交站),待补充,待补充,待补充,建议自备饮水和路餐，补给待复核,待补充,春季|夏季|秋季,轨迹导入待复核,待复核,山迹导入工具,两步路|轨迹导入,来源作者：第九十九步贤；来源授权：待确认；需人工复核起终点、停车、开放状态和风险点。
FZ053,晋安 鼓山情人谷圈越,福州周边,徒步路线,较难,11.12,4.17,704,待补充,false,观景|环线,进阶|摄影,95,晋安 鼓山情人谷圈越，由轨迹文件自动导入，适合作为候选路线复核。,轨迹距离约11.12km，累计爬升约704m，质量评分95。正式发布前需人工复核。,该路线由外部轨迹导入，开放状态、路况、风险点、交通和补给尚未复核。,起点、终点、停车、公交、厕所、补给、下撤点、轨迹授权和实地路况,25.741936,119.494644,轨迹起点坐标，待复核,轨迹导入待复核,2026-06-20,#6f9f7b,福清市水系联排联调中心梨洞水库管理站,福清市水系联排联调中心梨洞水库管理站,待补充,待补充,待补充,建议自备饮水和路餐，补给待复核,待补充,全年|避开极端天气,轨迹导入待复核,待复核,山迹导入工具,两步路|轨迹导入,来源作者：语过添理；来源授权：待确认；需人工复核起终点、停车、开放状态和风险点。
FZ054,永泰 望仙谷-五奇仙君殿圈越,晋安区,古道徒步,中等,9.12,3.01,560,待补充,false,古道|历史人文|环线,新手进阶|半日|摄影,95,永泰 望仙谷-五奇仙君殿圈越，由轨迹文件自动导入，适合作为候选路线复核。,轨迹距离约9.12km，累计爬升约560m，质量评分95。正式发布前需人工复核。,该路线由外部轨迹导入，开放状态、路况、风险点、交通和补给尚未复核。,起点、终点、停车、公交、厕所、补给、下撤点、轨迹授权和实地路况,26.153561,119.330224,轨迹起点坐标，待复核,轨迹导入待复核,2026-06-20,#6f9f7b,福建省直广厦幼儿园福峰分园,岭下堂,待补充,待补充,待补充,建议自备饮水和路餐，补给待复核,待补充,全年|避开极端天气,轨迹导入待复核,待复核,山迹导入工具,两步路|轨迹导入,来源作者：刘家有两千金；来源授权：待确认；海拔低值可能有噪声；起终点名称与坐标需人工复核。
FZ055,福清 龙凤古道圈越,福州周边,徒步路线,较难,9.61,5.17,1243,待补充,false,观景|环线,进阶|摄影,75,福清 龙凤古道圈越，由轨迹文件自动导入，适合作为候选路线复核。,轨迹距离约9.61km，累计爬升约1243m，质量评分75。正式发布前需人工复核。,该路线由外部轨迹导入，开放状态、路况、风险点、交通和补给尚未复核。,起点、终点、停车、公交、厕所、补给、下撤点、轨迹授权和实地路况,25.821262,119.025409,轨迹起点坐标，待复核,轨迹导入待复核,2026-06-20,#6f9f7b,待补充,原路/环线返回,待补充,待补充,待补充,建议自备饮水和路餐，补给待复核,待补充,全年|避开极端天气,轨迹导入待复核,待复核,山迹导入工具,KML|轨迹导入,来源作者：酱油橘子；来源授权：待确认；需人工复核起终点、停车、开放状态和风险点。
FZ056,福州 康坂溪右支-地下河穿越,永泰县,徒步路线,较难,7.95,7.2,1178,待补充,false,观景|环线,进阶|摄影,85,福州 康坂溪右支-地下河穿越，由轨迹文件自动导入，适合作为候选路线复核。,轨迹距离约7.95km，累计爬升约1178m，质量评分85。正式发布前需人工复核。,该路线由外部轨迹导入，开放状态、路况、风险点、交通和补给尚未复核。,起点、终点、停车、公交、厕所、补给、下撤点、轨迹授权和实地路况,25.716564,118.594037,轨迹起点坐标，待复核,轨迹导入待复核,2026-06-20,#6f9f7b,里洋村,里洋村,待补充,待补充,待补充,建议自备饮水和路餐，补给待复核,待补充,全年|避开极端天气,轨迹导入待复核,待复核,山迹导入工具,KML|轨迹导入,来源作者：二十五呀；来源授权：待确认；需人工复核起终点、停车、开放状态和风险点。
FZ057,福清 龙凤古驿道环线,闽侯县,徒步路线,较难,9.3,4.08,1106,待补充,false,寺庙|环线,进阶|摄影,85,福清 龙凤古驿道环线，由轨迹文件自动导入，适合作为候选路线复核。,轨迹距离约9.3km，累计爬升约1106m，质量评分85。正式发布前需人工复核。,该路线由外部轨迹导入，开放状态、路况、风险点、交通和补给尚未复核。,起点、终点、停车、公交、厕所、补给、下撤点、轨迹授权和实地路况,26.060776,119.166597,轨迹起点坐标，待复核,轨迹导入待复核,2026-06-20,#6f9f7b,福建福广电器,福建福广电器,待补充,待补充,待补充,建议自备饮水和路餐，补给待复核,待补充,全年|避开极端天气,轨迹导入待复核,待复核,山迹导入工具,KML|轨迹导入,来源作者：小条条；来源授权：待确认；需人工复核起终点、停车、开放状态和风险点。
FZ058,鼓楼 福道5号口-3号口穿越,福州周边,徒步路线,较难,10.04,4.59,967,待补充,false,森林|避暑|寺庙|环线,进阶|摄影,95,鼓楼 福道5号口-3号口穿越，由轨迹文件自动导入，适合作为候选路线复核。,轨迹距离约10.04km，累计爬升约967m，质量评分95。正式发布前需人工复核。,该路线由外部轨迹导入，开放状态、路况、风险点、交通和补给尚未复核。,起点、终点、停车、公交、厕所、补给、下撤点、轨迹授权和实地路况,26.137448,119.284453,轨迹起点坐标，待复核,轨迹导入待复核,2026-06-20,#6f9f7b,顺顺年检站,顺顺年检站,待补充,待补充,待补充,建议自备饮水和路餐，补给待复核,待补充,春季|夏季|秋季,轨迹导入待复核,待复核,山迹导入工具,KML|轨迹导入,来源作者：小条条；来源授权：待确认；需人工复核起终点、停车、开放状态和风险点。
FZ059,闽侯 旗山万佛寺-棋盘石-旗山顶环线,平潭县,山海徒步,中等,13.98,3.87,457,待补充,false,看海|海岸|摄影|环线,进阶|摄影,100,闽侯 旗山万佛寺-棋盘石-旗山顶环线，由轨迹文件自动导入，适合作为候选路线复核。,轨迹距离约13.98km，累计爬升约457m，质量评分100。正式发布前需人工复核。,该路线由外部轨迹导入，开放状态、路况、风险点、交通和补给尚未复核。,起点、终点、停车、公交、厕所、补给、下撤点、轨迹授权和实地路况,25.646493,119.670157,轨迹起点坐标，待复核,轨迹导入待复核,2026-06-20,#6f9f7b,月举湾通天门停车点,月举湾通天门停车点,待补充,待补充,待补充,建议自备饮水和路餐，补给待复核,待补充,秋季|冬季|春季,轨迹导入待复核,待复核,山迹导入工具,两步路|轨迹导入,来源作者：旅行者99；来源授权：待确认；需人工复核起终点、停车、开放状态和风险点。
FZ060,福清 大姆山草场-旗山-崩山小圈,晋安区,古道徒步,较难,12.61,4.4,1280,待补充,false,古道|历史人文|森林|避暑|环线,进阶|摄影,85,福清 大姆山草场-旗山-崩山小圈，由轨迹文件自动导入，适合作为候选路线复核。,轨迹距离约12.61km，累计爬升约1280m，质量评分85。正式发布前需人工复核。,该路线由外部轨迹导入，开放状态、路况、风险点、交通和补给尚未复核。,起点、终点、停车、公交、厕所、补给、下撤点、轨迹授权和实地路况,26.084234,119.365472,轨迹起点坐标，待复核,轨迹导入待复核,2026-06-20,#6f9f7b,福州樟林吴氏宗祠,福州樟林吴氏宗祠,待补充,待补充,待补充,建议自备饮水和路餐，补给待复核,待补充,春季|夏季|秋季,轨迹导入待复核,待复核,山迹导入工具,KML|轨迹导入,来源作者：小条条；来源授权：待确认；需人工复核起终点、停车、开放状态和风险点。
FZ061,晋安 状元岭古道-小北岭古道环线,闽侯县,古道徒步,较难,22.48,7.65,1874,待补充,false,古道|历史人文|森林|避暑|环线,进阶|摄影,85,晋安 状元岭古道-小北岭古道环线，由轨迹文件自动导入，适合作为候选路线复核。,轨迹距离约22.48km，累计爬升约1874m，质量评分85。正式发布前需人工复核。,该路线由外部轨迹导入，开放状态、路况、风险点、交通和补给尚未复核。,起点、终点、停车、公交、厕所、补给、下撤点、轨迹授权和实地路况,26.001175,119.166454,轨迹起点坐标，待复核,轨迹导入待复核,2026-06-20,#6f9f7b,竹楼山庄,竹楼山庄,待补充,待补充,待补充,建议自备饮水和路餐，补给待复核,待补充,春季|夏季|秋季,轨迹导入待复核,待复核,山迹导入工具,两步路|轨迹导入,来源作者：双杖同行；来源授权：待确认；需人工复核起终点、停车、开放状态和风险点。
FZ062,永泰 万石村-天门山圈越,永泰县,古道徒步,较难,12.48,6.39,1256,待补充,false,古道|历史人文|环线,进阶|摄影,100,永泰 万石村-天门山圈越，由轨迹文件自动导入，适合作为候选路线复核。,轨迹距离约12.48km，累计爬升约1256m，质量评分100。正式发布前需人工复核。,该路线由外部轨迹导入，开放状态、路况、风险点、交通和补给尚未复核。,起点、终点、停车、公交、厕所、补给、下撤点、轨迹授权和实地路况,25.902109,119.106434,轨迹起点坐标，待复核,轨迹导入待复核,2026-06-20,#6f9f7b,方广岩中桥右桥,方广岩中桥右桥,待补充,待补充,待补充,建议自备饮水和路餐，补给待复核,待补充,全年|避开极端天气,轨迹导入待复核,待复核,山迹导入工具,KML|轨迹导入,来源作者：湖山超越；来源授权：待确认；需人工复核起终点、停车、开放状态和风险点。
FZ063,永泰 东湖尖环线,福州周边,古道徒步,轻松,5.96,3.62,343,待补充,false,古道|历史人文|环线,新手进阶|半日|摄影,80,永泰 东湖尖环线，由轨迹文件自动导入，适合作为候选路线复核。,轨迹距离约5.96km，累计爬升约343m，质量评分80。正式发布前需人工复核。,该路线由外部轨迹导入，开放状态、路况、风险点、交通和补给尚未复核。,起点、终点、停车、公交、厕所、补给、下撤点、轨迹授权和实地路况,25.910091,119.13308,轨迹起点坐标，待复核,轨迹导入待复核,2026-06-20,#6f9f7b,漈上,漈上,待补充,待补充,待补充,建议自备饮水和路餐，补给待复核,待补充,全年|避开极端天气,轨迹导入待复核,待复核,山迹导入工具,两步路|轨迹导入,来源作者：蓝猫；来源授权：待确认；需人工复核起终点、停车、开放状态和风险点。
FZ064,闽侯 五虎山农家乐-五灵岩寺-回头虎圈越,福州周边,古道徒步,较难,17.23,9.23,1000,待补充,false,古道|历史人文|寺庙|环线,进阶|摄影,80,闽侯 五虎山农家乐-五灵岩寺-回头虎圈越，由轨迹文件自动导入，适合作为候选路线复核。,轨迹距离约17.23km，累计爬升约1000m，质量评分80。正式发布前需人工复核。,该路线由外部轨迹导入，开放状态、路况、风险点、交通和补给尚未复核。,起点、终点、停车、公交、厕所、补给、下撤点、轨迹授权和实地路况,25.732446,119.153589,轨迹起点坐标，待复核,轨迹导入待复核,2026-06-20,#6f9f7b,南少林寺停车场,南少林寺停车场,待补充,待补充,待补充,建议自备饮水和路餐，补给待复核,待补充,全年|避开极端天气,轨迹导入待复核,待复核,山迹导入工具,两步路|轨迹导入,来源作者：️云在青山；来源授权：待确认；需人工复核起终点、停车、开放状态和风险点。
